Date,Open,High,Low,Close,Adj Close,Volume
7/23/2017,1256,1256,1253.9,1253.9,1253.9,8
7/24/2017,1252.7,1253.6,1249.2,1251.7,1251.7,18
7/25/2017,1244.8,1249,1244.8,1249.0,1249,7
7/26/2017,1259.6,1259.6,1259.6,1259.6,1259.6,220309
7/27/2017,1258.4,1270,1256.9,1268.4,1268.4,64180
7/30/2017,1268.9,1270.8,1265.8,1266.6,1266.6,7780
7/31/2017,1268.4,1273.3,1262,1272.6,1272.6,1061
8/1/2017,1268.5,1272.1,1262.9,1271.8,1271.8,393
8/2/2017,1265.9,1269.8,1256.6,1267.8,1267.8,878
8/3/2017,1269,1269.6,1253.9,1258.3,1258.3,521
8/6/2017,1258.7,1259.1,1255.3,1258.2,1258.2,260
8/7/2017,1256.9,1264.1,1251.4,1256.4,1256.4,555
8/8/2017,1260.2,1277.8,1260.2,1273.0,1273,574
8/9/2017,1276.6,1287.4,1274.9,1283.7,1283.7,608
8/10/2017,1286.3,1291.1,1282,1287.7,1287.7,139
8/13/2017,1288.4,1288.4,1278.8,1284.2,1284.2,338
8/14/2017,1280.5,1280.5,1267.4,1273.7,1273.7,188
8/15/2017,1271.3,1282.6,1269.4,1276.9,1276.9,110
8/16/2017,1283.8,1288.5,1283.2,1286.4,1286.4,43
8/17/2017,1288.6,1300.7,1284.3,1285.7,1285.7,358
8/20/2017,1285.2,1290.8,1284.7,1290.8,1290.8,18
8/21/2017,1287.2,1288.4,1283.2,1285.1,1285.1,100
8/22/2017,1289.4,1289.4,1286.9,1288.9,1288.9,250
8/23/2017,1288.7,1288.7,1284,1286.5,1286.5,550
8/24/2017,1285.4,1292.7,1280.3,1292.5,1292.5,280
8/27/2017,1293.5,1311.3,1293.5,1309.7,1309.7,145
8/28/2017,1318.8,1323.8,1313.1,1313.1,1313.1,1178
8/29/2017,1308.2,1312.5,1304.9,1308.1,1308.1,1178
8/30/2017,1306.6,1322.3,1301.7,1316.2,1316.2,373
8/31/2017,1320.2,1327.7,1316.9,1324.5,1324.5,313
9/4/2017,1335.2,1339.2,1328.6,1339.2,1339.2,39
9/5/2017,1340,1340.3,1332.6,1333.9,1333.9,20
9/6/2017,1336.4,1349,1336.4,1345.1,1345.1,26
9/7/2017,1351,1355.8,1345.6,1346.0,1346,37
9/10/2017,1331,1331,1327.3,1331.0,1331,9
9/11/2017,1327,1328,1325.2,1328.0,1328,15
9/12/2017,1323.4,1323.4,1323.4,1323.4,1323.4,16
9/13/2017,1319.6,1329.3,1319.6,1324.7,1324.7,316
9/14/2017,1320.6,1321.2,1319.8,1320.4,1320.4,15
9/17/2017,1309.8,1310.4,1306,1306.3,1306.3,129
9/18/2017,1307.9,1310.3,1305.1,1306.2,1306.2,20
9/19/2017,1312,1312,1298.7,1312.0,1312,12
9/20/2017,1299.1,1304.1,1290.3,1290.6,1290.6,336
9/21/2017,1295,1295.7,1293.3,1293.3,1293.3,209
9/24/2017,1293.1,1309.2,1291,1306.8,1306.8,51
9/25/2017,1304.5,1305.6,1297,1297.0,1297,39
9/26/2017,1283.4,1283.4,1283.4,1283.4,1283.4,19488
9/27/2017,1283.1,1288,1277,1285.5,1285.5,5226
9/28/2017,1284.2,1289.4,1281.5,1281.5,1281.5,492
10/1/2017,1275,1276.1,1270.4,1272.7,1272.7,136
10/2/2017,1269.7,1273.3,1268.6,1271.5,1271.5,192
10/3/2017,1273.8,1280.8,1270,1273.7,1273.7,218
10/4/2017,1277.8,1277.8,1267.6,1269.9,1269.9,36
10/5/2017,1267.6,1272,1260.5,1271.6,1271.6,46
10/8/2017,1280.6,1284,1279,1281.8,1281.8,19
10/9/2017,1282.6,1293,1281.7,1290.6,1290.6,18
10/10/2017,1287.3,1292,1284.9,1285.8,1285.8,21
10/11/2017,1291.5,1294.5,1289.3,1293.3,1293.3,14
10/12/2017,1293.3,1301.7,1291.7,1301.5,1301.5,74
10/15/2017,1302,1303.8,1291.9,1299.9,1299.9,173
10/16/2017,1295.1,1295.1,1283,1283.0,1283,571
10/17/2017,1279.9,1279.9,1279.9,1279.9,1279.9,163
10/18/2017,1286.4,1286.9,1285.1,1286.9,1286.9,134
10/19/2017,1279.6,1279.6,1277.4,1277.4,1277.4,304
10/22/2017,1274.7,1280.8,1271.5,1277.7,1277.7,115
10/23/2017,1275.5,1275.5,1273.7,1275.0,1275,111
10/24/2017,1269.9,1275.4,1269.9,1275.4,1275.4,105
10/25/2017,1273.5,1273.5,1264.7,1266.3,1266.3,39
10/26/2017,1268.4,1268.5,1267.1,1268.5,1268.5,567
10/29/2017,1270,1274.1,1267.9,1274.1,1274.1,222
10/30/2017,1273.1,1274.6,1266.1,1267.0,1267,235
10/31/2017,1272.2,1274.8,1270.3,1274.1,1274.1,78
11/1/2017,1274.9,1274.9,1274.9,1274.9,1274.9,70
11/2/2017,1265.3,1267.9,1265.3,1266.5,1266.5,75
11/6/2017,1269,1280.5,1269,1279.4,1279.4,128
11/7/2017,1276.8,1276.8,1270.4,1273.7,1273.7,11
11/8/2017,1275.9,1284.9,1274.7,1281.6,1281.6,15
11/9/2017,1279.7,1286.9,1279.7,1285.6,1285.6,18
11/10/2017,1283.5,1283.5,1272.4,1272.4,1272.4,10
11/13/2017,1277.3,1277.3,1277,1277.3,1277.3,3
11/14/2017,1276.9,1281.5,1276.9,1281.5,1281.5,4
11/15/2017,1281.4,1284.7,1275.9,1276.5,1276.5,13
11/16/2017,1277.5,1277.5,1277.4,1277.4,1277.4,43
11/17/2017,1288.3,1295.8,1288.3,1295.8,1295.8,1
11/20/2017,1274.6,1275.9,1274.6,1274.6,1274.6,1
11/21/2017,1281.1,1281.1,1281.1,1281.1,1281.1,4
11/22/2017,1284.7,1291.6,1282.9,1291.6,1291.6,4
11/24/2017,1286.7,1286.7,1286.7,1286.7,1286.7,5
11/27/2017,1293.8,1293.8,1293.8,1293.8,1293.8,1
11/28/2017,1294.7,1294.7,1294.7,1294.7,1294.7,275442
11/29/2017,1293.4,1296.2,1281.1,1282.1,1282.1,47244
11/30/2017,1283.1,1284.5,1269.7,1273.2,1273.2,3049
12/1/2017,1274.1,1288.6,1271,1278.8,1278.8,823
12/4/2017,1272.5,1276.1,1270.3,1274.3,1274.3,850
12/5/2017,1275.4,1275.8,1260,1261.6,1261.6,1499
12/6/2017,1264.9,1267.8,1261.6,1262.8,1262.8,373
12/7/2017,1262.3,1262.4,1243.9,1249.8,1249.8,358
12/8/2017,1246.3,1249.3,1241.5,1245.2,1245.2,157
12/11/2017,1248.4,1249.2,1239.9,1243.7,1243.7,146
12/12/2017,1241.3,1244.4,1236.5,1238.5,1238.5,692
12/13/2017,1241.9,1254.5,1239.8,1245.4,1245.4,349
12/14/2017,1252.9,1257.7,1250.3,1253.8,1253.8,139
12/15/2017,1253.1,1260.3,1253.1,1254.3,1254.3,578
12/18/2017,1256.2,1262.4,1255.7,1262.2,1262.2,45
12/19/2017,1261.1,1264.3,1259.5,1260.7,1260.7,329
12/20/2017,1261.3,1266.6,1261.3,1266.1,1266.1,63
12/21/2017,1266.4,1267.4,1264.3,1267.3,1267.3,226
12/22/2017,1266.3,1276.3,1266.3,1275.4,1275.4,119
12/26/2017,1282.4,1284.1,1281.8,1284.1,1284.1,84
12/27/2017,1284,1287,1284,1287.0,1287,456
12/28/2017,1288.2,1294.1,1288.2,1294.1,1294.1,245
12/29/2017,1294.2,1306.3,1294,1306.3,1306.3,65
1/2/2018,1302.3,1317.6,1302.3,1313.7,1313.7,68
1/3/2018,1320,1320.1,1312.1,1316.2,1316.2,42
1/4/2018,1319.4,1322,1319.4,1319.4,1319.4,2
1/5/2018,1320.3,1320.3,1320.3,1320.3,1320.3,1
1/8/2018,1319.9,1319.9,1314.6,1318.6,1318.6,41
1/9/2018,1309.6,1311.7,1309.6,1311.7,1311.7,16
1/10/2018,1320.3,1320.7,1315.3,1317.4,1317.4,70
1/11/2018,1317.1,1320.6,1316.3,1320.6,1320.6,9
1/12/2018,1327.8,1338.2,1327.8,1333.4,1333.4,14
1/16/2018,1331.1,1335.4,1331,1335.4,1335.4,13
1/17/2018,1334.4,1338,1326.8,1338.0,1338,27
1/18/2018,1328.9,1328.9,1326,1326.0,1326,211
1/19/2018,1330.1,1333,1330.1,1331.9,1331.9,50
1/22/2018,1328.4,1330.9,1328.4,1330.9,1330.9,162
1/23/2018,1335.8,1335.9,1335.7,1335.7,1335.7,47
1/24/2018,1355.9,1357.2,1355.9,1355.9,1355.9,18
1/25/2018,1356.3,1362.4,1346.7,1362.4,1362.4,4
1/26/2018,1351.6,1352,1350.9,1351.6,1351.6,280546
1/30/2018,1338.7,1347.8,1332.8,1335.4,1335.4,52100
1/31/2018,1337.5,1346.9,1331.8,1339.0,1339,4881
2/1/2018,1343.8,1350.6,1336.8,1344.3,1344.3,1680
2/2/2018,1348.5,1352.1,1327.7,1333.7,1333.7,2841
2/5/2018,1331.1,1340.2,1329,1333.0,1333,641
2/6/2018,1338.2,1343.7,1319.5,1326.1,1326.1,529
2/7/2018,1325.4,1331.1,1310.5,1311.6,1311.6,491
2/8/2018,1317.1,1321.1,1307,1316.9,1316.9,459
2/9/2018,1320.9,1322,1311.9,1313.1,1313.1,451
2/12/2018,1323.8,1325.5,1318,1324.2,1324.2,140
2/13/2018,1324.5,1329.6,1323.4,1328.1,1328.1,71
2/14/2018,1332.8,1355.5,1324,1355.5,1355.5,400
2/15/2018,1352,1355.9,1349.7,1352.1,1352.1,111
2/16/2018,1354,1361.4,1344.9,1353.2,1353.2,110
2/20/2018,1348.4,1350.2,1328.5,1328.8,1328.8,283
2/21/2018,1326.8,1331.5,1324.4,1330.0,1330,119
2/22/2018,1322,1331.4,1322,1330.6,1330.6,70
2/23/2018,1328,1332.1,1327.7,1328.2,1328.2,427
2/26/2018,1335,1340.5,1330.7,1330.7,1330.7,652
2/27/2018,1331.7,1332.6,1312.7,1315.5,1315.5,710
2/28/2018,1315.4,1321,1315.4,1315.5,1315.5,58
3/1/2018,1310.4,1318.1,1301.8,1302.9,1302.9,43
3/2/2018,1314.3,1323.2,1314.3,1321.1,1321.1,155
3/5/2018,1323.5,1325.9,1318.1,1318.1,1318.1,18
3/6/2018,1321.6,1333.6,1321.4,1333.6,1333.6,18
3/7/2018,1338.1,1338.1,1326,1326.0,1326,27
3/8/2018,1324.8,1326.8,1319.3,1319.9,1319.9,62
3/9/2018,1316.8,1322.4,1313,1322.4,1322.4,88
3/11/2018,1319.4,1319.4,1319.4,1319.4,1319.4,10
3/12/2018,1325.9,1325.9,1325.3,1325.9,1325.9,13
3/13/2018,1322.2,1324.4,1322.2,1324.4,1324.4,19
3/15/2018,1310.1,1311.3,1310.1,1311.3,1311.3,34
3/18/2018,1309.4,1316.9,1307.3,1316.8,1316.8,6
3/19/2018,1311.1,1311.1,1311.1,1311.1,1311.1,4
3/20/2018,1312.4,1328.8,1312.4,1320.7,1320.7,34
3/22/2018,1343.2,1349.3,1343.2,1349.3,1349.3,8
3/25/2018,1348.5,1354.4,1345.1,1354.4,1354.4,10
3/26/2018,1341,1341.3,1341,1341.3,1341.3,290889
3/27/2018,1345,1346.4,1322.4,1324.2,1324.2,59284
3/28/2018,1324,1327.1,1321.7,1322.8,1322.8,5585
4/1/2018,1327,1344.2,1324.7,1342.1,1342.1,649
4/2/2018,1340.4,1341.5,1328.5,1332.8,1332.8,702
4/3/2018,1331.8,1347.3,1331.6,1335.8,1335.8,718
4/4/2018,1333.5,1333.7,1322.6,1324.3,1324.3,258
4/5/2018,1326.5,1333,1319,1331.9,1331.9,348
4/8/2018,1333,1337.5,1327,1336.3,1336.3,290
4/9/2018,1335.2,1342,1333,1342.0,1342,105
4/10/2018,1340.1,1365.4,1340.1,1356.5,1356.5,118
4/11/2018,1351.2,1351.5,1334.6,1338.4,1338.4,34
4/12/2018,1335.9,1346,1335.9,1344.8,1344.8,67
4/15/2018,1341,1348.8,1341,1347.5,1347.5,60
4/16/2018,1348,1348.1,1339,1347.2,1347.2,409
4/17/2018,1343.5,1354.2,1343.5,1351.2,1351.2,45
4/18/2018,1348.6,1355.2,1341.6,1346.8,1346.8,387
4/19/2018,1342.5,1343.4,1335.3,1336.7,1336.7,310
4/22/2018,1334,1334.4,1322.5,1322.5,1322.5,68
4/23/2018,1326.4,1331.7,1326.2,1331.4,1331.4,28
4/24/2018,1324,1325,1320,1321.2,1321.2,278
4/25/2018,1315.7,1316.3,1315.7,1316.3,1316.3,569
4/26/2018,1315.3,1321.7,1312.8,1320.3,1320.3,622
4/29/2018,1309.6,1316.2,1309.6,1316.2,1316.2,49
4/30/2018,1313.2,1313.8,1303.4,1303.8,1303.8,28
5/1/2018,1309,1309.3,1302.6,1302.6,1302.6,23
5/2/2018,1310.7,1310.7,1310.7,1310.7,1310.7,4
5/6/2018,1310.6,1312.5,1310.2,1312.2,1312.2,4
5/7/2018,1310.1,1312,1308.5,1312.0,1312,337
5/8/2018,1311.3,1311.3,1311.3,1311.3,1311.3,70
5/9/2018,1312.2,1320.8,1312.2,1320.8,1320.8,8
5/10/2018,1319,1319,1319,1319.0,1319,3
5/13/2018,1319.9,1319.9,1316.5,1316.5,1316.5,4
5/14/2018,1304.6,1304.7,1288.9,1288.9,1288.9,8
5/15/2018,1290.9,1294,1285.4,1290.2,1290.2,26
5/16/2018,1291.3,1291.3,1288.2,1288.2,1288.2,2
5/17/2018,1285.2,1290.2,1285.2,1290.2,1290.2,2
5/20/2018,1287.4,1292.1,1287.4,1290.2,1290.2,52
5/21/2018,1291.7,1291.7,1291.7,1291.7,1291.7,50
5/22/2018,1289.3,1289.3,1289.3,1289.3,1289.3,10
5/24/2018,1303.3,1303.3,1303.3,1303.3,1303.3,1
5/28/2018,1298.7,1298.7,1298.7,1298.7,1298.7,386334
5/29/2018,1298,1303.7,1295.2,1301.5,1301.5,50845
5/30/2018,1301,1306.8,1296.6,1300.1,1300.1,4082
5/31/2018,1298.6,1299.5,1288.9,1294.8,1294.8,663
6/3/2018,1293.9,1297.1,1290,1293.1,1293.1,144
6/4/2018,1292.1,1299.8,1289.9,1297.5,1297.5,357
6/5/2018,1296.1,1300.4,1294.1,1297.1,1297.1,373
6/6/2018,1298.4,1302.8,1296.2,1298.7,1298.7,79
6/7/2018,1295.3,1299.4,1294.8,1298.1,1298.1,650
6/10/2018,1299.3,1302,1295.2,1298.9,1298.9,71
6/11/2018,1297.8,1298.1,1292.7,1295.1,1295.1,153
6/12/2018,1294,1299.4,1290.9,1296.9,1296.9,135
6/13/2018,1297.2,1307.7,1297.2,1304.0,1304,42
6/14/2018,1297.2,1307.7,1274,1274.6,1274.6,589
6/17/2018,1280.7,1280.7,1276.2,1276.2,1276.2,35
6/18/2018,1278.7,1281.8,1269.9,1275.6,1275.6,34
6/19/2018,1274.4,1274.4,1271.2,1271.2,1271.2,7
6/20/2018,1262.7,1268.9,1260,1267.2,1267.2,46
6/21/2018,1268.1,1270.2,1267,1267.4,1267.4,74
6/24/2018,1270.6,1271.2,1265.6,1265.6,1265.6,37
6/25/2018,1267.2,1267.2,1256.6,1256.6,1256.6,89
6/26/2018,1255.5,1255.5,1252.3,1252.8,1252.8,1162
6/27/2018,1251.7,1251.7,1244.8,1247.8,1247.8,378
6/28/2018,1250.3,1253.3,1249.1,1251.3,1251.3,48
7/1/2018,1249.9,1249.9,1239.8,1239.8,1239.8,29
7/3/2018,1238.1,1254.1,1237,1251.6,1251.6,36
7/4/2018,1255.5,1257.3,1253.6,1257.3,1257.3,9
7/5/2018,1255.5,1255.5,1254.3,1254.3,1254.3,7
7/8/2018,1258.2,1262.3,1257.7,1258.1,1258.1,37
7/9/2018,1256.2,1256.9,1249.3,1253.8,1253.8,65
7/10/2018,1253.2,1253.2,1242.8,1242.8,1242.8,30
7/11/2018,1240.9,1246.7,1240.9,1245.0,1245,7
7/12/2018,1244.7,1247,1239.6,1239.6,1239.6,2
7/15/2018,1242.7,1243.8,1238.1,1238.1,1238.1,2
7/17/2018,1226.7,1226.7,1222.2,1226.3,1226.3,67
7/18/2018,1227.2,1228,1211.7,1222.4,1222.4,33
7/22/2018,1222,1224,1222,1224.0,1224,1
7/25/2018,1227.8,1227.8,1225.3,1225.3,1225.3,1
7/26/2018,1222.6,1222.6,1222.6,1222.6,1222.6,254428
7/29/2018,1222.5,1223.9,1218.1,1221.3,1221.3,62239
7/30/2018,1220.4,1228.1,1213,1223.7,1223.7,2722
7/31/2018,1222.9,1223.7,1214.4,1217.9,1217.9,1026
8/1/2018,1214.7,1219.3,1205.8,1210.6,1210.6,411
8/2/2018,1206.5,1218.6,1205.1,1214.2,1214.2,784
8/5/2018,1214.4,1214.4,1206.6,1208.6,1208.6,297
8/6/2018,1207.8,1214.8,1207.8,1209.6,1209.6,715
8/7/2018,1212,1215.2,1205.9,1212.6,1212.6,209
8/8/2018,1214.5,1215.3,1211.6,1211.9,1211.9,44
8/9/2018,1212.5,1216.4,1205.6,1211.1,1211.1,75
8/12/2018,1207,1207.4,1191.3,1191.3,1191.3,78
8/13/2018,1193.1,1197.5,1192.8,1193.0,1193,92
8/14/2018,1187.8,1188.1,1174.6,1177.5,1177.5,71
8/15/2018,1173.2,1180.2,1161.4,1176.2,1176.2,123
8/16/2018,1174.7,1181.2,1174.7,1176.5,1176.5,66
8/19/2018,1184.8,1190,1184.4,1186.8,1186.8,68
8/20/2018,1189.8,1192.6,1189.8,1192.6,1192.6,22
8/21/2018,1194.7,1196.3,1194.7,1196.3,1196.3,17
8/22/2018,1189.3,1190.3,1184.9,1187.0,1187,95
8/23/2018,1185.3,1208,1185.3,1206.3,1206.3,12
8/26/2018,1210.3,1211.4,1205.2,1209.0,1209,154
8/27/2018,1209.7,1217,1202.3,1207.4,1207.4,136
8/28/2018,1205.2,1205.2,1202.4,1204.5,1204.5,817
8/29/2018,1205.4,1205.6,1196,1197.7,1197.7,493
8/30/2018,1207.1,1208.2,1199.1,1200.3,1200.3,191
9/3/2018,1193.8,1193.8,1189.9,1192.7,1192.7,26
9/4/2018,1192.5,1196,1192.5,1194.9,1194.9,21
9/5/2018,1202,1202,1197.9,1197.9,1197.9,7
9/6/2018,1198.3,1198.3,1193.1,1193.6,1193.6,29
9/9/2018,1193,1193,1193,1193.0,1193,11
9/10/2018,1190.4,1196.3,1190.4,1195.4,1195.4,21
9/11/2018,1205,1205,1204.7,1204.7,1204.7,37
9/12/2018,1203.4,1203.4,1200,1202.0,1202,22
9/13/2018,1195,1195,1195,1195.0,1195,1
9/24/2018,1202.1,1202.8,1200,1200.0,1200,21
9/25/2018,1194,1194,1194,1194.0,1194,17857
9/26/2018,1194.6,1197.3,1180.5,1182.3,1182.3,4947
9/27/2018,1181.7,1191.9,1180,1191.5,1191.5,404
9/30/2018,1191.6,1191.6,1185.8,1187.1,1187.1,180
10/1/2018,1193,1206,1190.3,1202.4,1202.4,451
10/2/2018,1202.6,1202.6,1196.6,1198.3,1198.3,76
10/3/2018,1199.3,1204.6,1197.2,1197.2,1197.2,496
10/4/2018,1197.1,1205.3,1196.9,1201.2,1201.2,34
10/7/2018,1201,1201,1183.7,1184.4,1184.4,250
10/8/2018,1185.6,1189.1,1185.6,1187.2,1187.2,9
10/9/2018,1189.3,1192,1189.3,1189.3,1189.3,1078
10/10/2018,1198.1,1224.6,1196.3,1223.5,1223.5,126
10/11/2018,1221.6,1221.6,1216,1218.1,1218.1,122
10/14/2018,1222.4,1232.3,1222.4,1226.4,1226.4,136
10/15/2018,1227.1,1230.5,1227.1,1227.3,1227.3,426
10/16/2018,1225.9,1225.9,1223.7,1223.7,1223.7,1
10/17/2018,1226.5,1226.5,1226.5,1226.5,1226.5,165
10/18/2018,1225.3,1225.3,1225.3,1225.3,1225.3,55
10/21/2018,1224.5,1224.5,1219.6,1221.2,1221.2,18
10/22/2018,1224.8,1237.8,1224.8,1233.4,1233.4,33
10/23/2018,1231.6,1231.6,1227.8,1227.8,1227.8,36
10/24/2018,1238.6,1238.6,1229.1,1229.1,1229.1,7
10/25/2018,1234.3,1234.8,1232.5,1232.5,1232.5,20
10/28/2018,1224.5,1224.5,1224.5,1224.5,1224.5,214
10/29/2018,1227.7,1227.7,1219.8,1222.6,1222.6,72
10/30/2018,1216,1216.6,1212,1212.3,1212.3,121
10/31/2018,1215.4,1236,1215.4,1236.0,1236,14
11/1/2018,1233.3,1233.3,1230.9,1230.9,1230.9,18
11/5/2018,1230.6,1231.5,1226.7,1229.8,1229.8,15
11/6/2018,1230.7,1233.8,1223.8,1223.8,1223.8,4
11/7/2018,1228.6,1228.6,1226.2,1226.2,1226.2,1
11/8/2018,1222.9,1222.9,1222.9,1222.9,1222.9,2
11/9/2018,1207.9,1207.9,1206.4,1206.4,1206.4,14
11/12/2018,1201.6,1201.6,1201.3,1201.3,1201.3,1
11/13/2018,1196.3,1201.3,1196.3,1199.2,1199.2,5
11/14/2018,1207.9,1207.9,1207.9,1207.9,1207.9,8
11/15/2018,1212.8,1212.8,1212.8,1212.8,1212.8,2
11/16/2018,1216.7,1223.8,1216.7,1220.8,1220.8,5
11/19/2018,1223.1,1223.1,1223.1,1223.1,1223.1,54
11/20/2018,1225.3,1228.8,1219,1219.0,1219,12
11/21/2018,1225.8,1225.8,1225.8,1225.8,1225.8,10
11/23/2018,1224.8,1224.8,1221,1221.0,1221,1
11/26/2018,1220.2,1222,1220.2,1220.2,1220.2,2
11/27/2018,1221.9,1222,1211.2,1211.2,1211.2,5
11/28/2018,1211.5,1221.4,1211.5,1221.4,1221.4,247168
11/29/2018,1221,1228.7,1220.5,1224.1,1224.1,55478
11/30/2018,1224.1,1225,1216.1,1220.2,1220.2,2060
12/3/2018,1222.5,1234.1,1221.3,1233.9,1233.9,751
12/4/2018,1231,1241.4,1230.4,1241.1,1241.1,474
12/6/2018,1237.5,1244.4,1234.8,1238.1,1238.1,434
12/7/2018,1238.3,1249.8,1237.6,1246.8,1246.8,211
12/10/2018,1249.6,1249.6,1241.7,1243.7,1243.7,131
12/11/2018,1245.8,1248.7,1241.5,1241.9,1241.9,117
12/12/2018,1245.3,1245.6,1244.1,1244.4,1244.4,84
12/13/2018,1243.5,1243.5,1241,1242.7,1242.7,194
12/14/2018,1241.7,1241.7,1234.1,1237.0,1237,33
12/17/2018,1239.3,1247.4,1239.3,1247.4,1247.4,10
12/18/2018,1248.2,1249.2,1245.6,1249.2,1249.2,31
12/19/2018,1255.8,1255.8,1252.1,1252.1,1252.1,268
12/20/2018,1243.2,1263.6,1243.2,1263.6,1263.6,49
12/21/2018,1260.3,1261.3,1253.8,1253.8,1253.8,96
12/24/2018,1260.3,1268.5,1260.3,1267.5,1267.5,27
12/26/2018,1269.3,1277.4,1269.2,1269.2,1269.2,63
12/27/2018,1276.7,1277.3,1276.7,1277.3,1277.3,480
12/28/2018,1273.5,1280.1,1273.5,1279.9,1279.9,805
12/31/2018,1278,1281.3,1277.6,1278.3,1278.3,19
1/2/2019,1286,1286,1277.6,1281.0,1281,149
1/3/2019,1286.8,1292,1286.7,1291.8,1291.8,10
1/4/2019,1294.2,1294.2,1275.3,1282.7,1282.7,34
1/7/2019,1286.8,1286.8,1286.6,1286.8,1286.8,2
1/8/2019,1280.5,1283.2,1278.2,1283.2,1283.2,54
1/9/2019,1279.4,1289.3,1279.2,1289.3,1289.3,102
1/11/2019,1291.2,1291.2,1286.3,1287.1,1287.1,11
1/14/2019,1292.4,1293.9,1289.1,1289.1,1289.1,7
1/15/2019,1290.1,1292.7,1286.2,1286.2,1286.2,3
1/16/2019,1291.6,1291.6,1291.6,1291.6,1291.6,2
1/17/2019,1291.6,1292.7,1288.5,1291.0,1291,10
1/18/2019,1281.3,1281.3,1281.3,1281.3,1281.3,3
1/22/2019,1282.5,1283.3,1282.5,1282.5,1282.5,7
1/23/2019,1281.7,1283.9,1278.7,1283.1,1283.1,14
1/24/2019,1279.1,1279.1,1278.5,1279.1,1279.1,1
1/28/2019,1300.8,1307.1,1298.4,1302.4,1302.4,54
1/29/2019,1308.2,1308.2,1308.2,1308.2,1308.2,213607
1/30/2019,1310.4,1323.4,1308.1,1309.9,1309.9,54958
1/31/2019,1320,1325.4,1316.7,1319.7,1319.7,1970
2/1/2019,1320.3,1320.7,1315.4,1316.9,1316.9,878
2/4/2019,1318.1,1318.1,1308.3,1314.3,1314.3,675
2/5/2019,1311.1,1315.1,1311,1314.2,1314.2,362
2/6/2019,1312.5,1313.5,1305,1309.5,1309.5,358
2/7/2019,1302.9,1310.4,1302.2,1309.4,1309.4,203
2/8/2019,1309.5,1314,1307.8,1313.7,1313.7,122
2/11/2019,1313.4,1313.4,1304.7,1307.0,1307,119
2/12/2019,1310,1312,1307.6,1309.2,1309.2,109
2/13/2019,1311.6,1316,1308.1,1310.8,1310.8,143
2/14/2019,1305,1311.8,1301.6,1309.8,1309.8,858
2/15/2019,1313.6,1318.8,1313.6,1318.1,1318.1,190
2/19/2019,1320.9,1340.1,1320.5,1340.1,1340.1,390
2/20/2019,1342.2,1344,1338,1343.3,1343.3,581
2/21/2019,1331.3,1334.9,1320.9,1323.5,1323.5,414
2/22/2019,1324.2,1331.3,1321,1329.2,1329.2,718
2/25/2019,1329.2,1331.6,1325.6,1325.9,1325.9,185
2/26/2019,1323.3,1325.5,1323.3,1325.1,1325.1,939
2/27/2019,1327.7,1327.9,1316.5,1317.7,1317.7,604
2/28/2019,1321.1,1323.7,1311.5,1312.8,1312.8,141
3/1/2019,1312.2,1312.2,1288.9,1296.4,1296.4,110
3/4/2019,1285.5,1287,1281.9,1284.8,1284.8,28
3/5/2019,1287,1287,1282,1282.0,1282,114
3/6/2019,1287.1,1287.1,1282.6,1284.9,1284.9,14
3/7/2019,1281,1284.6,1281,1283.8,1283.8,11
3/8/2019,1292.1,1297.4,1291.6,1297.0,1297,10
3/10/2019,1291,1291,1288.8,1288.8,1288.8,9
3/11/2019,1294.7,1296.3,1294.7,1296.3,1296.3,1
3/13/2019,1293.4,1293.4,1293.4,1293.4,1293.4,1
3/14/2019,1300.9,1304.7,1300.5,1301.8,1301.8,26
3/17/2019,1297.3,1302.2,1297.3,1300.3,1300.3,8
3/18/2019,1306.9,1306.9,1304.8,1305.0,1305,20
3/19/2019,1300.7,1300.7,1300.5,1300.5,1300.5,2
3/24/2019,1320.7,1322.9,1320.7,1321.9,1321.9,19
3/25/2019,1315.6,1315.6,1314.3,1314.3,1314.3,1
3/26/2019,1309.9,1309.9,1309.9,1309.9,1309.9,206263
3/27/2019,1308.4,1311.1,1287.7,1289.8,1289.8,87798
3/28/2019,1289.6,1298.5,1286.1,1293.0,1293,1265
3/31/2019,1291.8,1295.9,1285.7,1288.4,1288.4,675
4/1/2019,1286.3,1290.9,1284.5,1290.0,1290,525
4/2/2019,1291.4,1293.1,1287.5,1289.9,1289.9,172
4/3/2019,1290.6,1292.6,1279.5,1289.0,1289,269
4/4/2019,1292,1292,1283.6,1290.4,1290.4,181
4/7/2019,1292.2,1302.1,1291.8,1297.1,1297.1,63
4/8/2019,1298.5,1304.9,1298.5,1303.5,1303.5,30
4/9/2019,1304,1309.1,1301.5,1309.1,1309.1,66
4/10/2019,1307,1307.1,1288.6,1288.6,1288.6,420
4/11/2019,1293.4,1293.4,1289.2,1290.6,1290.6,607
4/14/2019,1284.8,1287.3,1282.3,1286.8,1286.8,523
4/15/2019,1285.2,1285.2,1272.2,1272.6,1272.6,643
4/16/2019,1273.5,1273.5,1271.6,1272.2,1272.2,308
4/17/2019,1270.8,1273.6,1270.1,1271.9,1271.9,27
4/21/2019,1273.5,1273.5,1273.5,1273.5,1273.5,147
4/22/2019,1266.4,1269.8,1266,1269.3,1269.3,206
4/23/2019,1268.4,1275.5,1267.8,1275.5,1275.5,518
4/24/2019,1280.6,1280.8,1275.8,1275.8,1275.8,95
