Date,Open,High,Low,Close,Adj Close,Volume
3/7/2017,1224.3,1225.4,1213.7,1215.1,1215.1,53
3/8/2017,1212.2,1212.2,1206.7,1208.5,1208.5,24
3/9/2017,1204.5,1205.6,1202.3,1202.4,1202.4,37
3/10/2017,1196.2,1203.3,1196.2,1200.7,1200.7,3
3/12/2017,1206.2,1210,1202.3,1202.4,1202.4,35
3/13/2017,1203.1,1205.9,1196.8,1201.9,1201.9,22
3/14/2017,1198.2,1221.2,1197.7,1200.1,1200.1,36
3/15/2017,1222.2,1231.4,1222.2,1226.5,1226.5,47
3/16/2017,1227.1,1230.9,1227.1,1229.8,1229.8,26
3/19/2017,1229.3,1234.4,1229.3,1233.6,1233.6,23
3/20/2017,1226.4,1246.1,1226.4,1246.1,1246.1,11
3/21/2017,1247.9,1249.5,1247.7,1249.3,1249.3,3
3/22/2017,1246.4,1247.5,1244.8,1246.9,1246.9,16
3/23/2017,1248,1248.3,1247.6,1248.2,1248.2,3
3/26/2017,1255.8,1257.7,1253.8,1255.4,1255.4,72
3/27/2017,1255.9,1255.9,1255.3,1255.3,1255.3,19
3/28/2017,1252.2,1253.4,1252.1,1253.4,1253.4,190678
3/29/2017,1253.1,1253.6,1241.1,1245.0,1245,51328
3/30/2017,1242.1,1248.8,1238.7,1247.3,1247.3,8223
4/2/2017,1247.5,1252.4,1243.6,1250.8,1250.8,1160
4/3/2017,1253.1,1260.3,1253,1255.0,1255,724
4/4/2017,1255.4,1255.4,1243,1245.4,1245.4,907
4/5/2017,1256.1,1257.5,1249,1250.3,1250.3,169
4/6/2017,1249.5,1269.1,1249.5,1254.3,1254.3,445
4/9/2017,1252.7,1255.2,1246.8,1251.1,1251.1,182
4/10/2017,1254.5,1273.5,1254.5,1271.2,1271.2,401
4/11/2017,1275,1285.1,1272,1275.3,1275.3,492
4/12/2017,1285.3,1287.6,1282,1285.9,1285.9,915
4/16/2017,1291.8,1294.8,1284.3,1289.4,1289.4,73
4/17/2017,1283.9,1291.7,1278.6,1291.7,1291.7,394
4/18/2017,1288,1288,1274,1281.4,1281.4,194
4/19/2017,1279.7,1281.9,1276.2,1281.9,1281.9,127
4/20/2017,1279.8,1287.4,1279.2,1287.4,1287.4,474
4/23/2017,1275,1276.4,1265,1275.8,1275.8,605
4/24/2017,1275.6,1276.9,1262.1,1265.6,1265.6,356
4/25/2017,1266,1266,1262.1,1262.1,1262.1,1156
4/26/2017,1266.7,1267.2,1262.2,1263.7,1263.7,206
4/27/2017,1265.9,1267.2,1264.7,1266.1,1266.1,85
4/30/2017,1268.7,1269.3,1253.3,1253.3,1253.3,34
5/1/2017,1256.2,1256.2,1251.2,1255.1,1255.1,90
5/2/2017,1255.1,1255.8,1238.7,1246.4,1246.4,195
5/3/2017,1239.8,1239.8,1224.2,1226.5,1226.5,72
5/4/2017,1227,1233.7,1224.8,1224.8,1224.8,16
5/7/2017,1224,1234,1224,1225.3,1225.3,43
5/8/2017,1226.1,1226.2,1214,1214.3,1214.3,55
5/9/2017,1219.8,1220.2,1217.3,1217.3,1217.3,23
5/10/2017,1218.5,1222.7,1218.3,1222.7,1222.7,13
5/11/2017,1228,1229.5,1226.1,1226.2,1226.2,29
5/14/2017,1227.5,1232.7,1227.5,1228.6,1228.6,13
5/15/2017,1230.4,1237.3,1230.4,1235.0,1235,20
5/16/2017,1241,1259.2,1240.7,1257.5,1257.5,26
5/17/2017,1254.8,1260,1245.8,1251.7,1251.7,43
5/18/2017,1252.7,1252.7,1252.7,1252.7,1252.7,14
5/21/2017,1251.7,1260.7,1251.7,1260.7,1260.7,14
5/22/2017,1261.5,1261.6,1250.6,1254.8,1254.8,20
5/23/2017,1251.9,1257.8,1249.7,1252.4,1252.4,14
5/24/2017,1257.1,1258.3,1255.8,1255.8,1255.8,11
5/25/2017,1267.6,1267.6,1267.6,1267.6,1267.6,271457
5/29/2017,1267.4,1270,1258.4,1262.1,1262.1,129819
5/30/2017,1262.4,1273.2,1258.5,1272.0,1272,2712
5/31/2017,1268,1269.2,1260.8,1267.0,1267,825
6/1/2017,1265.2,1279,1259,1276.8,1276.8,1732
6/4/2017,1279.2,1282,1277,1279.3,1279.3,433
6/5/2017,1279.4,1295.2,1279.4,1294.4,1294.4,942
6/6/2017,1291.6,1293.1,1284.3,1290.1,1290.1,641
6/7/2017,1285.4,1287.6,1268.1,1276.3,1276.3,319
6/8/2017,1277.9,1277.9,1264.6,1268.5,1268.5,467
6/11/2017,1266.4,1269.3,1263.2,1266.1,1266.1,255
6/12/2017,1264.1,1266.9,1259.7,1265.8,1265.8,150
6/13/2017,1269.4,1278,1256.8,1272.8,1272.8,336
6/14/2017,1263.2,1264.2,1250.3,1252.2,1252.2,743
6/15/2017,1252.8,1255.3,1251.3,1254.0,1254,34
6/18/2017,1252.1,1252.2,1241.9,1244.2,1244.2,108
6/19/2017,1242.2,1245.5,1240.5,1241.0,1241,75
6/20/2017,1244.1,1245,1240,1243.4,1243.4,205
6/21/2017,1251,1252.7,1246.3,1247.6,1247.6,156
6/22/2017,1250,1273.6,1249.8,1256.2,1256.2,269
6/25/2017,1260.2,1260.2,1241.6,1246.3,1246.3,194
6/26/2017,1251.6,1251.8,1245.9,1246.4,1246.4,111
6/27/2017,1248.5,1248.5,1248,1248.0,1248,370
6/28/2017,1248.2,1250.7,1238.1,1244.2,1244.2,540
6/29/2017,1243.7,1243.7,1239.1,1240.7,1240.7,43
7/3/2017,1236,1236,1217.9,1217.9,1217.9,33
7/4/2017,1222.5,1225,1217.1,1220.4,1220.4,40
7/5/2017,1225.1,1225.1,1222.2,1222.2,1222.2,5
7/6/2017,1219.1,1220.4,1208.6,1208.6,1208.6,116
7/9/2017,1211.4,1212.1,1209.6,1212.1,1212.1,28
7/10/2017,1208.7,1214.9,1208.7,1213.6,1213.6,12
7/11/2017,1218.3,1219.4,1217.9,1218.1,1218.1,7
7/12/2017,1221.4,1221.4,1216.3,1216.3,1216.3,7
7/13/2017,1214.9,1227.5,1214.8,1226.6,1226.6,23
7/16/2017,1229.9,1233.4,1229.9,1232.8,1232.8,7
7/17/2017,1236.2,1241.2,1236.2,1241.1,1241.1,29
7/18/2017,1240.4,1241.2,1240.1,1241.2,1241.2,3
7/19/2017,1236.6,1244.8,1236.6,1244.8,1244.8,5
7/20/2017,1250.7,1254.3,1250.5,1254.3,1254.3,16
